tweet_id,create_time,screen_name,username,text,matched,positive
978859307759558660,Wed Mar 28 05:00:19 +0000 2018,MusicNazo,"[u'@GuitarWorld', u'@chickenfoot']",RT @GuitarWorld The return of @chickenfoot? ,True
978859103660462080,Wed Mar 28 04:59:31 +0000 2018,lifeofwomen,[u'@WomenatForbes'],RT @WomenatForbes Meet the woman striving for gender equality in the music composition industry d83cdfb6  ,True
978859011389952000,Wed Mar 28 04:59:09 +0000 2018,An0nym0u5Beats,"[u'@BentleyRecords', u'@LegendaryMQ']","RT @BentleyRecords Introducing the latest artist to sign a long term exclusive deal with us Award Winning Artist @LegendaryMQ 
#BentleyRe",True
978858932348358659,Wed Mar 28 04:58:50 +0000 2018,shxwnfireproof,"[u'@Vevo', u'@5SoS']","RT @Vevo The @5SoS world is turned upside down in ""Want You Back"" the first release in 2 years by the Aussie poppunk band ",True
978858843596906497,Wed Mar 28 04:58:29 +0000 2018,H_E_M_M_O_,"[u'@Vevo', u'@5SoS']","RT @Vevo The @5SoS world is turned upside down in ""Want You Back"" the first release in 2 years by the Aussie poppunk band ",True
978858710721355776,Wed Mar 28 04:57:57 +0000 2018,NHL_BigFan,[],Stanley Cup00c200ae 125th Anniversary Tribute Concert  KiSS 1053 Ottawa ,True
978858651430608897,Wed Mar 28 04:57:43 +0000 2018,ChanceWillz,[],"They can never make a ""making tha band""  again because the Internet fucked they whole shit up lol",True
978858607507894274,Wed Mar 28 04:57:33 +0000 2018,Justinchimchim,"[u'@Jeff__Benjamin', u'@Stray_Kids', u'@Billboard']",RT @Jeff__Benjamin Congratulations to @Stray_Kids for making their debut on @Billboard's Social 50 chart this week at No 45 Very promisi,True
978858431741333504,Wed Mar 28 04:56:51 +0000 2018,lovelylovatic44,[u'@slaymedems'],RT @slaymedems Fans outside of the venue after the concert singing and dancing to Sorry Not Sorry d83dde2dd83ddc9e ,True
978858086789197825,Wed Mar 28 04:55:28 +0000 2018,genghiscdorf,"[u'@BentleyRecords', u'@LegendaryMQ']","RT @BentleyRecords Introducing the latest artist to sign a long term exclusive deal with us Award Winning Artist @LegendaryMQ 
#BentleyRe",True
978858050021941249,Wed Mar 28 04:55:20 +0000 2018,VanPoetryHouse,[u'@DuendeProject'],RT @DuendeProject The Duende Project has a show on 03/28/2018 at 0700 PM @ Starlite Bar in Southbridge MA  #conce,True
978857964261003267,Wed Mar 28 04:54:59 +0000 2018,akariachuu,[u'@paperliliesny'],@paperliliesny i LOOOOVE it and you guys sound so amazing together i admire people who can pull of kalafina wonder ,True
978857895843565568,Wed Mar 28 04:54:43 +0000 2018,inklingplumpy,[u'@VGArtAndTidbits'],RT @VGArtAndTidbits Splatoon  Squid Sisters Concert from Paris promotional artwork ,True
978857814180458497,Wed Mar 28 04:54:23 +0000 2018,HOMME2002,[u'@1000hometown'],RT @1000hometown SENRI OE has a show on 03/29/2018 at 0800 PM @ Blues Alley in Washington DC  #concert,True
